id	ts	host	level	latency_ms	bytes	msg
518	1700006734	web-1	INFO	26	8870	auth ok
519	1700006747	web-2	WARN	33	8887	rate limited
520	1700006760	api-1	DEBUG	40	8904	accepted connection
521	1700006773	api-2	ERROR	47	8921	query ok
522	1700006786	worker-a	INFO	54	8938	cache miss
523	1700006799	worker-b	INFO	61	8955	retry scheduled
524	1700006812	cache-1	INFO	68	8972	timeout waiting on upstream
525	1700006825	web-1	WARN	75	8989	wrote batch
526	1700006838	web-2	DEBUG	82	9006	auth ok
527	1700006851	api-1	ERROR	89	9023	rate limited
528	1700006864	api-2	INFO	96	9040	accepted connection
529	1700006877	worker-a	INFO	103	9057	query ok
530	1700006890	worker-b	INFO	110	9074	cache miss
531	1700006903	cache-1	WARN	117	9091	retry scheduled
532	1700006916	web-1	DEBUG	124	9108	timeout waiting on upstream
533	1700006929	web-2	ERROR	131	9125	wrote batch
534	1700006942	api-1	INFO	138	9142	auth ok
535	1700006955	api-2	INFO	145	9159	rate limited
536	1700006968	worker-a	INFO	152	9176	accepted connection
537	1700006981	worker-b	WARN	159	9193	query ok
538	1700006994	cache-1	DEBUG	166	9210	cache miss
539	1700007007	web-1	ERROR	173	9227	retry scheduled
540	1700007020	web-2	INFO	180	9244	timeout waiting on upstream
541	1700007033	api-1	INFO	187	9261	wrote batch
542	1700007046	api-2	INFO	194	9278	auth ok
543	1700007059	worker-a	WARN	201	9295	rate limited
544	1700007072	worker-b	DEBUG	208	9312	accepted connection
545	1700007085	cache-1	ERROR	215	9329	query ok
546	1700007098	web-1	INFO	222	9346	cache miss
547	1700007111	web-2	INFO	229	9363	retry scheduled
548	1700007124	api-1	INFO	236	9380	timeout waiting on upstream
549	1700007137	api-2	WARN	243	9397	wrote batch
550	1700007150	worker-a	DEBUG	250	9414	auth ok
551	1700007163	worker-b	ERROR	257	9431	rate limited
552	1700007176	cache-1	INFO	264	9448	accepted connection
553	1700007189	web-1	INFO	271	9465	query ok
554	1700007202	web-2	INFO	278	9482	cache miss
555	1700007215	api-1	WARN	285	9499	retry scheduled
556	1700007228	api-2	DEBUG	292	9516	timeout waiting on upstream
557	1700007241	worker-a	ERROR	299	9533	wrote batch
558	1700007254	worker-b	INFO	306	9550	auth ok
559	1700007267	cache-1	INFO	313	9567	rate limited
560	1700007280	web-1	INFO	320	9584	accepted connection
561	1700007293	web-2	WARN	327	9601	query ok
562	1700007306	api-1	DEBUG	334	9618	cache miss
563	1700007319	api-2	ERROR	341	9635	retry scheduled
564	1700007332	worker-a	INFO	348	9652	timeout waiting on upstream
565	1700007345	worker-b	INFO	355	9669	wrote batch
566	1700007358	cache-1	INFO	362	9686	auth ok
567	1700007371	web-1	WARN	369	9703	rate limited
568	1700007384	web-2	DEBUG	376	9720	accepted connection
569	1700007397	api-1	ERROR	383	9737	query ok
570	1700007410	api-2	INFO	390	9754	cache miss
571	1700007423	worker-a	INFO	397	9771	retry scheduled
572	1700007436	worker-b	INFO	404	9788	timeout waiting on upstream
573	1700007449	cache-1	WARN	411	9805	wrote batch
574	1700007462	web-1	DEBUG	418	9822	auth ok
575	1700007475	web-2	ERROR	425	9839	rate limited
576	1700007488	api-1	INFO	432	9856	accepted connection
577	1700007501	api-2	INFO	439	9873	query ok
578	1700007514	worker-a	INFO	446	9890	cache miss
579	1700007527	worker-b	WARN	453	9907	retry scheduled
580	1700007540	cache-1	DEBUG	460	9924	timeout waiting on upstream
581	1700007553	web-1	ERROR	467	9941	wrote batch
582	1700007566	web-2	INFO	474	9958	auth ok
583	1700007579	api-1	INFO	481	9975	rate limited
584	1700007592	api-2	INFO	488	9992	accepted connection
585	1700007605	worker-a	WARN	495	10009	query ok
586	1700007618	worker-b	DEBUG	502	10026	cache miss
587	1700007631	cache-1	ERROR	509	10043	retry scheduled
588	1700007644	web-1	INFO	516	10060	timeout waiting on upstream
589	1700007657	web-2	INFO	523	10077	wrote batch
590	1700007670	api-1	INFO	530	10094	auth ok
591	1700007683	api-2	WARN	537	10111	rate limited
592	1700007696	worker-a	DEBUG	544	10128	accepted connection
593	1700007709	worker-b	ERROR	551	10145	query ok
594	1700007722	cache-1	INFO	558	10162	cache miss
595	1700007735	web-1	INFO	565	10179	retry scheduled
596	1700007748	web-2	INFO	572	10196	timeout waiting on upstream
597	1700007761	api-1	WARN	579	10213	wrote batch
598	1700007774	api-2	DEBUG	586	10230	auth ok
599	1700007787	worker-a	ERROR	593	10247	rate limited
600	1700007800	worker-b	INFO	600	10264	accepted connection
601	1700007813	cache-1	INFO	607	10281	query ok
602	1700007826	web-1	INFO	614	10298	cache miss
603	1700007839	web-2	WARN	621	10315	retry scheduled
604	1700007852	api-1	DEBUG	628	10332	timeout waiting on upstream
605	1700007865	api-2	ERROR	635	10349	wrote batch
606	1700007878	worker-a	INFO	642	10366	auth ok
607	1700007891	worker-b	INFO	649	10383	rate limited
608	1700007904	cache-1	INFO	656	10400	accepted connection
609	1700007917	web-1	WARN	663	10417	query ok
610	1700007930	web-2	DEBUG	670	10434	cache miss
611	1700007943	api-1	ERROR	677	10451	retry scheduled
612	1700007956	api-2	INFO	684	10468	timeout waiting on upstream
613	1700007969	worker-a	INFO	691	10485	wrote batch
614	1700007982	worker-b	INFO	698	10502	auth ok
615	1700007995	cache-1	WARN	705	10519	rate limited
616	1700008008	web-1	DEBUG	712	10536	accepted connection
617	1700008021	web-2	ERROR	719	10553	query ok
618	1700008034	api-1	INFO	726	10570	cache miss
619	1700008047	api-2	INFO	733	10587	retry scheduled
620	1700008060	worker-a	INFO	740	10604	timeout waiting on upstream
621	1700008073	worker-b	WARN	747	10621	wrote batch
622	1700008086	cache-1	DEBUG	754	10638	auth ok
623	1700008099	web-1	ERROR	761	10655	rate limited
624	1700008112	web-2	INFO	768	10672	accepted connection
625	1700008125	api-1	INFO	775	10689	query ok
626	1700008138	api-2	INFO	782	10706	cache miss
627	1700008151	worker-a	WARN	789	10723	retry scheduled
628	1700008164	worker-b	DEBUG	796	10740	timeout waiting on upstream
629	1700008177	cache-1	ERROR	803	10757	wrote batch
630	1700008190	web-1	INFO	810	10774	auth ok
631	1700008203	web-2	INFO	817	10791	rate limited
632	1700008216	api-1	INFO	824	10808	accepted connection
633	1700008229	api-2	WARN	831	10825	query ok
634	1700008242	worker-a	DEBUG	838	10842	cache miss
635	1700008255	worker-b	ERROR	845	10859	retry scheduled
636	1700008268	cache-1	INFO	852	10876	timeout waiting on upstream
637	1700008281	web-1	INFO	859	10893	wrote batch
638	1700008294	web-2	INFO	866	10910	auth ok
639	1700008307	api-1	WARN	873	10927	rate limited
640	1700008320	api-2	DEBUG	880	10944	accepted connection
641	1700008333	worker-a	ERROR	887	10961	query ok
642	1700008346	worker-b	INFO	894	10978	cache miss
643	1700008359	cache-1	INFO	1	10995	retry scheduled
644	1700008372	web-1	INFO	8	11012	timeout waiting on upstream
645	1700008385	web-2	WARN	15	11029	wrote batch
646	1700008398	api-1	DEBUG	22	11046	auth ok
647	1700008411	api-2	ERROR	29	11063	rate limited
648	1700008424	worker-a	INFO	36	11080	accepted connection
649	1700008437	worker-b	INFO	43	11097	query ok
650	1700008450	cache-1	INFO	50	11114	cache miss
651	1700008463	web-1	WARN	57	11131	retry scheduled
652	1700008476	web-2	DEBUG	64	11148	timeout waiting on upstream
653	1700008489	api-1	ERROR	71	11165	wrote batch
654	1700008502	api-2	INFO	78	11182	auth ok
655	1700008515	worker-a	INFO	85	11199	rate limited
656	1700008528	worker-b	INFO	92	11216	accepted connection
657	1700008541	cache-1	WARN	99	11233	query ok
658	1700008554	web-1	DEBUG	106	11250	cache miss
659	1700008567	web-2	ERROR	113	11267	retry scheduled
660	1700008580	api-1	INFO	120	11284	timeout waiting on upstream
661	1700008593	api-2	INFO	127	11301	wrote batch
662	1700008606	worker-a	INFO	134	11318	auth ok
663	1700008619	worker-b	WARN	141	11335	rate limited
664	1700008632	cache-1	DEBUG	148	11352	accepted connection
665	1700008645	web-1	ERROR	155	11369	query ok
666	1700008658	web-2	INFO	162	11386	cache miss
667	1700008671	api-1	INFO	169	11403	retry scheduled
668	1700008684	api-2	INFO	176	11420	timeout waiting on upstream
669	1700008697	worker-a	WARN	183	11437	wrote batch
670	1700008710	worker-b	DEBUG	190	11454	auth ok
671	1700008723	cache-1	ERROR	197	11471	rate limited
672	1700008736	web-1	INFO	204	11488	accepted connection
673	1700008749	web-2	INFO	211	11505	query ok
674	1700008762	api-1	INFO	218	11522	cache miss
675	1700008775	api-2	WARN	225	11539	retry scheduled
676	1700008788	worker-a	DEBUG	232	11556	timeout waiting on upstream
677	1700008801	worker-b	ERROR	239	11573	wrote batch
678	1700008814	cache-1	INFO	246	11590	auth ok
679	1700008827	web-1	INFO	253	11607	rate limited
680	1700008840	web-2	INFO	260	11624	accepted connection
681	1700008853	api-1	WARN	267	11641	query ok
682	1700008866	api-2	DEBUG	274	11658	cache miss
683	1700008879	worker-a	ERROR	281	11675	retry scheduled
684	1700008892	worker-b	INFO	288	11692	timeout waiting on upstream
685	1700008905	cache-1	INFO	295	11709	wrote batch
686	1700008918	web-1	INFO	302	11726	auth ok
687	1700008931	web-2	WARN	309	11743	rate limited
688	1700008944	api-1	DEBUG	316	11760	accepted connection
689	1700008957	api-2	ERROR	323	11777	query ok
690	1700008970	worker-a	INFO	330	11794	cache miss
691	1700008983	worker-b	INFO	337	11811	retry scheduled
692	1700008996	cache-1	INFO	344	11828	timeout waiting on upstream
693	1700009009	web-1	WARN	351	11845	wrote batch
694	1700009022	web-2	DEBUG	358	11862	auth ok
695	1700009035	api-1	ERROR	365	11879	rate limited
696	1700009048	api-2	INFO	372	11896	accepted connection
697	1700009061	worker-a	INFO	379	11913	query ok
698	1700009074	worker-b	INFO	386	11930	cache miss
699	1700009087	cache-1	WARN	393	11947	retry scheduled
700	1700009100	web-1	DEBUG	400	11964	timeout waiting on upstream
701	1700009113	web-2	ERROR	407	11981	wrote batch
702	1700009126	api-1	INFO	414	11998	auth ok
703	1700009139	api-2	INFO	421	12015	rate limited
704	1700009152	worker-a	INFO	428	12032	accepted connection
705	1700009165	worker-b	WARN	435	12049	query ok
706	1700009178	cache-1	DEBUG	442	12066	cache miss
707	1700009191	web-1	ERROR	449	12083	retry scheduled
708	1700009204	web-2	INFO	456	12100	timeout waiting on upstream
709	1700009217	api-1	INFO	463	12117	wrote batch
710	1700009230	api-2	INFO	470	12134	auth ok
711	1700009243	worker-a	WARN	477	12151	rate limited
712	1700009256	worker-b	DEBUG	484	12168	accepted connection
713	1700009269	cache-1	ERROR	491	12185	query ok
714	1700009282	web-1	INFO	498	12202	cache miss
715	1700009295	web-2	INFO	505	12219	retry scheduled
716	1700009308	api-1	INFO	512	12236	timeout waiting on upstream
717	1700009321	api-2	WARN	519	12253	wrote batch
718	1700009334	worker-a	DEBUG	526	12270	auth ok
719	1700009347	worker-b	ERROR	533	12287	rate limited
720	1700009360	cache-1	INFO	540	12304	accepted connection
721	1700009373	web-1	INFO	547	12321	query ok
722	1700009386	web-2	INFO	554	12338	cache miss
723	1700009399	api-1	WARN	561	12355	retry scheduled
724	1700009412	api-2	DEBUG	568	12372	timeout waiting on upstream
725	1700009425	worker-a	ERROR	575	12389	wrote batch
726	1700009438	worker-b	INFO	582	12406	auth ok
727	1700009451	cache-1	INFO	589	12423	rate limited
728	1700009464	web-1	INFO	596	12440	accepted connection
729	1700009477	web-2	WARN	603	12457	query ok
730	1700009490	api-1	DEBUG	610	12474	cache miss
731	1700009503	api-2	ERROR	617	12491	retry scheduled
732	1700009516	worker-a	INFO	624	12508	timeout waiting on upstream
733	1700009529	worker-b	INFO	631	12525	wrote batch
734	1700009542	cache-1	INFO	638	12542	auth ok
735	1700009555	web-1	WARN	645	12559	rate limited
736	1700009568	web-2	DEBUG	652	12576	accepted connection
737	1700009581	api-1	ERROR	659	12593	query ok
738	1700009594	api-2	INFO	666	12610	cache miss
739	1700009607	worker-a	INFO	673	12627	retry scheduled
740	1700009620	worker-b	INFO	680	12644	timeout waiting on upstream
741	1700009633	cache-1	WARN	687	12661	wrote batch
742	1700009646	web-1	DEBUG	694	12678	auth ok
743	1700009659	web-2	ERROR	701	12695	rate limited
744	1700009672	api-1	INFO	708	12712	accepted connection
745	1700009685	api-2	INFO	715	12729	query ok
746	1700009698	worker-a	INFO	722	12746	cache miss
747	1700009711	worker-b	WARN	729	12763	retry scheduled
748	1700009724	cache-1	DEBUG	736	12780	timeout waiting on upstream
749	1700009737	web-1	ERROR	743	12797	wrote batch
750	1700009750	web-2	INFO	750	12814	auth ok
751	1700009763	api-1	INFO	757	12831	rate limited
752	1700009776	api-2	INFO	764	12848	accepted connection
753	1700009789	worker-a	WARN	771	12865	query ok
754	1700009802	worker-b	DEBUG	778	12882	cache miss
755	1700009815	cache-1	ERROR	785	12899	retry scheduled
756	1700009828	web-1	INFO	792	12916	timeout waiting on upstream
757	1700009841	web-2	INFO	799	12933	wrote batch
758	1700009854	api-1	INFO	806	12950	auth ok
759	1700009867	api-2	WARN	813	12967	rate limited
760	1700009880	worker-a	DEBUG	820	12984	accepted connection
761	1700009893	worker-b	ERROR	827	13001	query ok
762	1700009906	cache-1	INFO	834	13018	cache miss
763	1700009919	web-1	INFO	841	13035	retry scheduled
764	1700009932	web-2	INFO	848	13052	timeout waiting on upstream
765	1700009945	api-1	WARN	855	13069	wrote batch
766	1700009958	api-2	DEBUG	862	13086	auth ok
767	1700009971	worker-a	ERROR	869	13103	rate limited
768	1700009984	worker-b	INFO	876	13120	accepted connection
769	1700009997	cache-1	INFO	883	13137	query ok
770	1700010010	web-1	INFO	890	13154	cache miss
771	1700010023	web-2	WARN	897	13171	retry scheduled
772	1700010036	api-1	DEBUG	4	13188	timeout waiting on upstream
773	1700010049	api-2	ERROR	11	13205	wrote batch
774	1700010062	worker-a	INFO	18	13222	auth ok
775	1700010075	worker-b	INFO	25	13239	rate limited
776	1700010088	cache-1	INFO	32	13256	accepted connection
777	1700010101	web-1	WARN	39	13273	query ok
778	1700010114	web-2	DEBUG	46	13290	cache miss
779	1700010127	api-1	ERROR	53	13307	retry scheduled
780	1700010140	api-2	INFO	60	13324	timeout waiting on upstream
781	1700010153	worker-a	INFO	67	13341	wrote batch
782	1700010166	worker-b	INFO	74	13358	auth ok
783	1700010179	cache-1	WARN	81	13375	rate limited
784	1700010192	web-1	DEBUG	88	13392	accepted connection
785	1700010205	web-2	ERROR	95	13409	query ok
786	1700010218	api-1	INFO	102	13426	cache miss
787	1700010231	api-2	INFO	109	13443	retry scheduled
788	1700010244	worker-a	INFO	116	13460	timeout waiting on upstream
789	1700010257	worker-b	WARN	123	13477	wrote batch
790	1700010270	cache-1	DEBUG	130	13494	auth ok
791	1700010283	web-1	ERROR	137	13511	rate limited
792	1700010296	web-2	INFO	144	13528	accepted connection
793	1700010309	api-1	INFO	151	13545	query ok
794	1700010322	api-2	INFO	158	13562	cache miss
795	1700010335	worker-a	WARN	165	13579	retry scheduled
796	1700010348	worker-b	DEBUG	172	13596	timeout waiting on upstream
797	1700010361	cache-1	ERROR	179	13613	wrote batch
798	1700010374	web-1	INFO	186	13630	auth ok
799	1700010387	web-2	INFO	193	13647	rate limited
800	1700010400	api-1	INFO	200	13664	accepted connection
801	1700010413	api-2	WARN	207	13681	query ok
802	1700010426	worker-a	DEBUG	214	13698	cache miss
803	1700010439	worker-b	ERROR	221	13715	retry scheduled
804	1700010452	cache-1	INFO	228	13732	timeout waiting on upstream
805	1700010465	web-1	INFO	235	13749	wrote batch
806	1700010478	web-2	INFO	242	13766	auth ok
807	1700010491	api-1	WARN	249	13783	rate limited
808	1700010504	api-2	DEBUG	256	13800	accepted connection
809	1700010517	worker-a	ERROR	263	13817	query ok
810	1700010530	worker-b	INFO	270	13834	cache miss
811	1700010543	cache-1	INFO	277	13851	retry scheduled
812	1700010556	web-1	INFO	284	13868	timeout waiting on upstream
813	1700010569	web-2	WARN	291	13885	wrote batch
814	1700010582	api-1	DEBUG	298	13902	auth ok
815	1700010595	api-2	ERROR	305	13919	rate limited
816	1700010608	worker-a	INFO	312	13936	accepted connection
817	1700010621	worker-b	INFO	319	13953	query ok
818	1700010634	cache-1	INFO	326	13970	cache miss
819	1700010647	web-1	WARN	333	13987	retry scheduled
820	1700010660	web-2	DEBUG	340	14004	timeout waiting on upstream
821	1700010673	api-1	ERROR	347	14021	wrote batch
822	1700010686	api-2	INFO	354	14038	auth ok
823	1700010699	worker-a	INFO	361	14055	rate limited
824	1700010712	worker-b	INFO	368	14072	accepted connection
825	1700010725	cache-1	WARN	375	14089	query ok
826	1700010738	web-1	DEBUG	382	14106	cache miss
827	1700010751	web-2	ERROR	389	14123	retry scheduled
828	1700010764	api-1	INFO	396	14140	timeout waiting on upstream
829	1700010777	api-2	INFO	403	14157	wrote batch
830	1700010790	worker-a	INFO	410	14174	auth ok
831	1700010803	worker-b	WARN	417	14191	rate limited
832	1700010816	cache-1	DEBUG	424	14208	accepted connection
833	1700010829	web-1	ERROR	431	14225	query ok
834	1700010842	web-2	INFO	438	14242	cache miss
835	1700010855	api-1	INFO	445	14259	retry scheduled
836	1700010868	api-2	INFO	452	14276	timeout waiting on upstream
837	1700010881	worker-a	WARN	459	14293	wrote batch
838	1700010894	worker-b	DEBUG	466	14310	auth ok
839	1700010907	cache-1	ERROR	473	14327	rate limited
840	1700010920	web-1	INFO	480	14344	accepted connection
841	1700010933	web-2	INFO	487	14361	query ok
842	1700010946	api-1	INFO	494	14378	cache miss
843	1700010959	api-2	WARN	501	14395	retry scheduled
844	1700010972	worker-a	DEBUG	508	14412	timeout waiting on upstream
845	1700010985	worker-b	ERROR	515	14429	wrote batch
846	1700010998	cache-1	INFO	522	14446	auth ok
847	1700011011	web-1	INFO	529	14463	rate limited
848	1700011024	web-2	INFO	536	14480	accepted connection
849	1700011037	api-1	WARN	543	14497	query ok
850	1700011050	api-2	DEBUG	550	14514	cache miss
851	1700011063	worker-a	ERROR	557	14531	retry scheduled
852	1700011076	worker-b	INFO	564	14548	timeout waiting on upstream
853	1700011089	cache-1	INFO	571	14565	wrote batch
854	1700011102	web-1	INFO	578	14582	auth ok
855	1700011115	web-2	WARN	585	14599	rate limited
856	1700011128	api-1	DEBUG	592	14616	accepted connection
857	1700011141	api-2	ERROR	599	14633	query ok
858	1700011154	worker-a	INFO	606	14650	cache miss
859	1700011167	worker-b	INFO	613	14667	retry scheduled
860	1700011180	cache-1	INFO	620	14684	timeout waiting on upstream
861	1700011193	web-1	WARN	627	14701	wrote batch
862	1700011206	web-2	DEBUG	634	14718	auth ok
863	1700011219	api-1	ERROR	641	14735	rate limited
864	1700011232	api-2	INFO	648	14752	accepted connection
865	1700011245	worker-a	INFO	655	14769	query ok
866	1700011258	worker-b	INFO	662	14786	cache miss
867	1700011271	cache-1	WARN	669	14803	retry scheduled
868	1700011284	web-1	DEBUG	676	14820	timeout waiting on upstream
869	1700011297	web-2	ERROR	683	14837	wrote batch
870	1700011310	api-1	INFO	690	14854	auth ok
871	1700011323	api-2	INFO	697	14871	rate limited
872	1700011336	worker-a	INFO	704	14888	accepted connection
873	1700011349	worker-b	WARN	711	14905	query ok
874	1700011362	cache-1	DEBUG	718	14922	cache miss
875	1700011375	web-1	ERROR	725	14939	retry scheduled
876	1700011388	web-2	INFO	732	14956	timeout waiting on upstream
877	1700011401	api-1	INFO	739	14973	wrote batch
878	1700011414	api-2	INFO	746	14990	auth ok
879	1700011427	worker-a	WARN	753	15007	rate limited
880	1700011440	worker-b	DEBUG	760	15024	accepted connection
881	1700011453	cache-1	ERROR	767	15041	query ok
882	1700011466	web-1	INFO	774	15058	cache miss
883	1700011479	web-2	INFO	781	15075	retry scheduled
884	1700011492	api-1	INFO	788	15092	timeout waiting on upstream
885	1700011505	api-2	WARN	795	15109	wrote batch
886	1700011518	worker-a	DEBUG	802	15126	auth ok
887	1700011531	worker-b	ERROR	809	15143	rate limited
888	1700011544	cache-1	INFO	816	15160	accepted connection
889	1700011557	web-1	INFO	823	15177	query ok
890	1700011570	web-2	INFO	830	15194	cache miss
891	1700011583	api-1	WARN	837	15211	retry scheduled
892	1700011596	api-2	DEBUG	844	15228	timeout waiting on upstream
893	1700011609	worker-a	ERROR	851	15245	wrote batch
894	1700011622	worker-b	INFO	858	15262	auth ok
895	1700011635	cache-1	INFO	865	15279	rate limited
896	1700011648	web-1	INFO	872	15296	accepted connection
897	1700011661	web-2	WARN	879	15313	query ok
898	1700011674	api-1	DEBUG	886	15330	cache miss
899	1700011687	api-2	ERROR	893	15347	retry scheduled
900	1700011700	worker-a	INFO	0	15364	timeout waiting on upstream
901	1700011713	worker-b	INFO	7	15381	wrote batch
902	1700011726	cache-1	INFO	14	15398	auth ok
903	1700011739	web-1	WARN	21	15415	rate limited
904	1700011752	web-2	DEBUG	28	15432	accepted connection
905	1700011765	api-1	ERROR	35	15449	query ok
906	1700011778	api-2	INFO	42	15466	cache miss
907	1700011791	worker-a	INFO	49	15483	retry scheduled
908	1700011804	worker-b	INFO	56	15500	timeout waiting on upstream
909	1700011817	cache-1	WARN	63	15517	wrote batch
910	1700011830	web-1	DEBUG	70	15534	auth ok
911	1700011843	web-2	ERROR	77	15551	rate limited
912	1700011856	api-1	INFO	84	15568	accepted connection
913	1700011869	api-2	INFO	91	15585	query ok
914	1700011882	worker-a	INFO	98	15602	cache miss
915	1700011895	worker-b	WARN	105	15619	retry scheduled
916	1700011908	cache-1	DEBUG	112	15636	timeout waiting on upstream
917	1700011921	web-1	ERROR	119	15653	wrote batch
918	1700011934	web-2	INFO	126	15670	auth ok
919	1700011947	api-1	INFO	133	15687	rate limited
920	1700011960	api-2	INFO	140	15704	accepted connection
921	1700011973	worker-a	WARN	147	15721	query ok
922	1700011986	worker-b	DEBUG	154	15738	cache miss
923	1700011999	cache-1	ERROR	161	15755	retry scheduled
924	1700012012	web-1	INFO	168	15772	timeout waiting on upstream
925	1700012025	web-2	INFO	175	15789	wrote batch
926	1700012038	api-1	INFO	182	15806	auth ok
927	1700012051	api-2	WARN	189	15823	rate limited
928	1700012064	worker-a	DEBUG	196	15840	accepted connection
929	1700012077	worker-b	ERROR	203	15857	query ok
930	1700012090	cache-1	INFO	210	15874	cache miss
931	1700012103	web-1	INFO	217	15891	retry scheduled
932	1700012116	web-2	INFO	224	15908	timeout waiting on upstream
933	1700012129	api-1	WARN	231	15925	wrote batch
934	1700012142	api-2	DEBUG	238	15942	auth ok
935	1700012155	worker-a	ERROR	245	15959	rate limited
936	1700012168	worker-b	INFO	252	15976	accepted connection
937	1700012181	cache-1	INFO	259	15993	query ok
938	1700012194	web-1	INFO	266	16010	cache miss
939	1700012207	web-2	WARN	273	16027	retry scheduled
940	1700012220	api-1	DEBUG	280	16044	timeout waiting on upstream
941	1700012233	api-2	ERROR	287	16061	wrote batch
942	1700012246	worker-a	INFO	294	16078	auth ok
943	1700012259	worker-b	INFO	301	16095	rate limited
944	1700012272	cache-1	INFO	308	16112	accepted connection
945	1700012285	web-1	WARN	315	16129	query ok
946	1700012298	web-2	DEBUG	322	16146	cache miss
947	1700012311	api-1	ERROR	329	16163	retry scheduled
948	1700012324	api-2	INFO	336	16180	timeout waiting on upstream
949	1700012337	worker-a	INFO	343	16197	wrote batch
950	1700012350	worker-b	INFO	350	16214	auth ok
951	1700012363	cache-1	WARN	357	16231	rate limited
952	1700012376	web-1	DEBUG	364	16248	accepted connection
953	1700012389	web-2	ERROR	371	16265	query ok
954	1700012402	api-1	INFO	378	16282	cache miss
955	1700012415	api-2	INFO	385	16299	retry scheduled
956	1700012428	worker-a	INFO	392	16316	timeout waiting on upstream
957	1700012441	worker-b	WARN	399	16333	wrote batch
958	1700012454	cache-1	DEBUG	406	16350	auth ok
959	1700012467	web-1	ERROR	413	16367	rate limited
960	1700012480	web-2	INFO	420	16384	accepted connection
961	1700012493	api-1	INFO	427	16401	query ok
962	1700012506	api-2	INFO	434	16418	cache miss
963	1700012519	worker-a	WARN	441	16435	retry scheduled
964	1700012532	worker-b	DEBUG	448	16452	timeout waiting on upstream
965	1700012545	cache-1	ERROR	455	16469	wrote batch
966	1700012558	web-1	INFO	462	16486	auth ok
967	1700012571	web-2	INFO	469	16503	rate limited
968	1700012584	api-1	INFO	476	16520	accepted connection
969	1700012597	api-2	WARN	483	16537	query ok
970	1700012610	worker-a	DEBUG	490	16554	cache miss
971	1700012623	worker-b	ERROR	497	16571	retry scheduled
972	1700012636	cache-1	INFO	504	16588	timeout waiting on upstream
973	1700012649	web-1	INFO	511	16605	wrote batch
974	1700012662	web-2	INFO	518	16622	auth ok
975	1700012675	api-1	WARN	525	16639	rate limited
976	1700012688	api-2	DEBUG	532	16656	accepted connection
977	1700012701	worker-a	ERROR	539	16673	query ok
978	1700012714	worker-b	INFO	546	16690	cache miss
979	1700012727	cache-1	INFO	553	16707	retry scheduled
980	1700012740	web-1	INFO	560	16724	timeout waiting on upstream
981	1700012753	web-2	WARN	567	16741	wrote batch
982	1700012766	api-1	DEBUG	574	16758	auth ok
983	1700012779	api-2	ERROR	581	16775	rate limited
984	1700012792	worker-a	INFO	588	16792	accepted connection
985	1700012805	worker-b	INFO	595	16809	query ok
986	1700012818	cache-1	INFO	602	16826	cache miss
987	1700012831	web-1	WARN	609	16843	retry scheduled
988	1700012844	web-2	DEBUG	616	16860	timeout waiting on upstream
989	1700012857	api-1	ERROR	623	16877	wrote batch
990	1700012870	api-2	INFO	630	16894	auth ok
991	1700012883	worker-a	INFO	637	16911	rate limited
992	1700012896	worker-b	INFO	644	16928	accepted connection
993	1700012909	cache-1	WARN	651	16945	query ok
994	1700012922	web-1	DEBUG	658	16962	cache miss
995	1700012935	web-2	ERROR	665	16979	retry scheduled
996	1700012948	api-1	INFO	672	16996	timeout waiting on upstream
997	1700012961	api-2	INFO	679	17013	wrote batch
998	1700012974	worker-a	INFO	686	17030	auth ok
999	1700012987	worker-b	WARN	693	17047	rate limited
1000	1700013000	cache-1	DEBUG	700	17064	accepted connection
1001	1700013013	web-1	ERROR	707	17081	query ok
1002	1700013026	web-2	INFO	714	17098	cache miss
1003	1700013039	api-1	INFO	721	17115	retry scheduled
1004	1700013052	api-2	INFO	728	17132	timeout waiting on upstream
1005	1700013065	worker-a	WARN	735	17149	wrote batch
1006	1700013078	worker-b	DEBUG	742	17166	auth ok
1007	1700013091	cache-1	ERROR	749	17183	rate limited
1008	1700013104	web-1	INFO	756	17200	accepted connection
1009	1700013117	web-2	INFO	763	17217	query ok
1010	1700013130	api-1	INFO	770	17234	cache miss
1011	1700013143	api-2	WARN	777	17251	retry scheduled
1012	1700013156	worker-a	DEBUG	784	17268	timeout waiting on upstream
1013	1700013169	worker-b	ERROR	791	17285	wrote batch
1014	1700013182	cache-1	INFO	798	17302	auth ok
1015	1700013195	web-1	INFO	805	17319	rate limited
1016	1700013208	web-2	INFO	812	17336	accepted connection
1017	1700013221	api-1	WARN	819	17353	query ok
1018	1700013234	api-2	DEBUG	826	17370	cache miss
1019	1700013247	worker-a	ERROR	833	17387	retry scheduled
1020	1700013260	worker-b	INFO	840	17404	timeout waiting on upstream
1021	1700013273	cache-1	INFO	847	17421	wrote batch
1022	1700013286	web-1	INFO	854	17438	auth ok
1023	1700013299	web-2	WARN	861	17455	rate limited
1024	1700013312	api-1	DEBUG	868	17472	accepted connection
1025	1700013325	api-2	ERROR	875	17489	query ok
1026	1700013338	worker-a	INFO	882	17506	cache miss
1027	1700013351	worker-b	INFO	889	17523	retry scheduled
1028	1700013364	cache-1	INFO	896	17540	timeout waiting on upstream
1029	1700013377	web-1	WARN	3	17557	wrote batch
1030	1700013390	web-2	DEBUG	10	17574	auth ok
1031	1700013403	api-1	ERROR	17	17591	rate limited
1032	1700013416	api-2	INFO	24	17608	accepted connection
